trajectory_id,start_time,end_time,rpm_average,rpm_medium,rpm_max,rpm_std,speed_average,speed_medium,speed_max,speed_std,labels
20071010152332,2007-10-10T15:23:32.000000000,2007-10-10T15:32:59.000000000,2.21513818073,2.27421615004,2.85853043655,0.428624902772,-0.005093147516729999,-0.00230819670622,0.0647143832211,0.0377402391782,speed
20071011011520,2007-10-11T01:15:20.000000000,2007-10-11T01:22:10.000000000,3.71181007816,3.65065107266,6.35783373513,1.9271696164900003,-0.016218030061,-0.00147783417456,0.104789889519,0.09341315155410003,speed
20071012005537,2007-10-12T00:55:37.000000000,2007-10-12T01:01:07.000000000,4.1907934442000006,4.16542434227,8.6308620725,2.00670124204,-0.0543368099625,-0.0104673131861,0.284041409347,0.320456331365,speed
20071015011822,2007-10-15T01:18:22.000000000,2007-10-15T01:25:59.000000000,3.73437824555,4.02876429444,5.37363982635,1.29423799623,-0.0161052843808,-0.000296561477825,0.181568202246,0.111820087868,speed
20071015151105,2007-10-15T15:11:05.000000000,2007-10-15T15:17:45.000000000,6.18865493835,5.33204471209,29.1580782162,5.48179792473,-0.455942256163,0.0127161078048,2.31479715461,2.75384728023,speed
20071016012535,2007-10-16T01:25:35.000000000,2007-10-16T01:33:43.000000000,5.26866178275,4.3659467679300015,41.5994174626,7.0118906347,-0.5529470131,0.00966458457065,1.76593818722,2.97134063466,speed
20071018011140,2007-10-18T01:11:40.000000000,2007-10-18T01:20:54.000000000,3.81809671975,3.91221090161,9.24504488856,1.89989769503,-0.0572912801354,0.000905320792902,0.569958714969,0.27282391962,speed
20071018150939,2007-10-18T15:09:39.000000000,2007-10-18T15:23:52.000000000,2.4017602119,2.4022743974700003,7.18845695043,1.11074656032,-0.00105364372536,-8.66032337906e-09,0.14742226307700002,0.046653188612900014,speed
20071019010935,2007-10-19T01:09:35.000000000,2007-10-19T01:17:15.000000000,3.84062375,3.45975133023,7.10970428807,1.92654223245,-0.0164401666618,0.00115263775821,0.152395392277,0.09169402613230003,speed
20071022003737,2007-10-22T00:37:37.000000000,2007-10-22T00:45:36.000000000,3.52880346057,3.14682358635,6.595047952790001,1.84519814287,-0.00380494578455,-0.0123128308305,0.12724003010399998,0.0634316948367,speed
20071023012640,2007-10-23T01:26:40.000000000,2007-10-23T01:31:44.000000000,3.69973612882,3.85717280145,6.74952809507,1.93203464493,-0.0270552282403,0.00938031470515,0.230866357371,0.154031476558,speed
20071023152135,2007-10-23T15:21:35.000000000,2007-10-23T15:26:46.000000000,4.6457700973,5.9047210337300005,8.21358034889,2.26710396933,-0.07170991859039999,-0.0103205986021,0.181877397919,0.25273853233000004,speed
20071024011341,2007-10-24T01:13:41.000000000,2007-10-24T01:18:39.000000000,3.70204898226,3.85422513294,5.93965407931,1.35461660301,-0.00549829875736,-0.0086940776244,0.117651293923,0.0653806323838,speed
20071026150617,2007-10-26T15:06:17.000000000,2007-10-26T15:13:12.000000000,3.5795075255,3.20957323241,7.4350787765,2.10144918532,0.00399251332406,0.0118869476357,0.227354539417,0.0881128159045,speed
20071027052847,2007-10-27T05:28:47.000000000,2007-10-27T05:36:55.000000000,3.6009779703,3.706722703580001,5.38347134446,1.28933821707,-0.000934811870501,0.004426090961930001,0.155508251422,0.0599764902,speed
20071101150736,2007-11-01T15:07:36.000000000,2007-11-01T15:12:05.000000000,2.90089813681,2.90122847242,3.70387179364,0.390939323054,-0.0022261138868600004,-0.00498450691797,0.051632787804,0.0239846572571,speed
